GeoFIPS.x,GeoName,Region.x,TableName,LineCode,IndustryClassification.x,Description,Unit,2017,2018,2019,2020,2021,2022,GeoFIPS.y,Region.y,ComponentId,ComponentName,IndustryId,IndustryClassification.y,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
10000,Delaware,2,SAGDP2N,34,42,Wholesale trade,Millions of current dollars,1879.9,1960.6,2100.2,2190.4,2380.9,2632.9,10000,2,200,Gross domestic product (GDP) by state,34,42,1167,1223,1286,1429,1419,1449,1709,1932,2031,2337,2308,2299,2121,2166,2209,2231,2209,2296,2200
10000,Delaware,2,SAGDP2N,35,44-45,Retail trade,Millions of current dollars,3021.2,3119.3,3220.6,3302.7,3808.5,3988.1,10000,2,200,Gross domestic product (GDP) by state,35,44-45,1684,1816,1931,2011,1990,2099,2243,2407,2473,2553,2545,2429,2422,2493,2571,2687,2772,2880,2991
10000,Delaware,2,SAGDP2N,36,48-49,Transportation and warehousing,Millions of current dollars,1187.4,1263.5,1405.1,1383.5,1678.9,2047.1,10000,2,200,Gross domestic product (GDP) by state,36,48-49,436,520,565,602,628,611,626,730,724,770,759,770,738,746,799,852,923,999,1096
10000,Delaware,2,SAGDP2N,37,481,Air transportation,Millions of current dollars,34.4,34.9,17.8,1.1,21.1,163.1,10000,2,200,Gross domestic product (GDP) by state,37,481,4,9,9,10,10,9,13,27,26,23,24,22,22,25,25,23,26,22,(NA)
10000,Delaware,2,SAGDP2N,38,482,Rail transportation,Millions of current dollars,166.2,173.2,181.2,152.9,156.3,167.9,10000,2,200,Gross domestic product (GDP) by state,38,482,61,72,72,73,81,63,67,70,66,71,76,86,90,84,97,101,101,113,(NA)
10000,Delaware,2,SAGDP2N,39,483,Water transportation,Millions of current dollars,1.4,2.7,43.1,35.3,22.2,4.8,10000,2,200,Gross domestic product (GDP) by state,39,483,3,2,3,3,4,3,3,4,3,3,5,8,5,4,4,4,6,3,(NA)
10000,Delaware,2,SAGDP2N,40,484,Truck transportation,Millions of current dollars,288.5,290.8,307.2,294,355.1,401,10000,2,200,Gross domestic product (GDP) by state,40,484,163,206,237,242,237,239,241,266,239,241,233,218,200,201,219,229,231,224,(NA)
10000,Delaware,2,SAGDP2N,41,485,Transit and ground passenger transportation,Millions of current dollars,92.7,96.9,107.8,91.1,106.3,141.9,10000,2,200,Gross domestic product (GDP) by state,41,485,40,45,51,54,58,62,66,65,63,66,71,72,72,77,78,80,81,82,(NA)
10000,Delaware,2,SAGDP2N,42,486,Pipeline transportation,Millions of current dollars,2.6,29.9,36.3,31.3,46.3,3.5,10000,2,200,Gross domestic product (GDP) by state,42,486,5,5,4,3,2,2,2,2,3,2,(L),(L),0,1,1,1,1,2,(NA)
10000,Delaware,2,SAGDP2N,43,"487-488,492",Other transportation and support activities,Millions of current dollars,310,337.6,407.1,433.9,494.4,518.5,10000,2,200,Gross domestic product (GDP) by state,43,"487-488, 492",114,132,133,162,176,177,170,179,194,218,212,228,204,212,235,256,266,302,(NA)
10000,Delaware,2,SAGDP2N,44,493,Warehousing and storage,Millions of current dollars,291.5,297.5,304.6,343.9,477.2,646.5,10000,2,200,Gross domestic product (GDP) by state,44,493,46,48,56,55,60,55,64,118,130,145,139,137,146,143,139,158,211,250,(NA)
10000,Delaware,2,SAGDP2N,45,51,Information,Millions of current dollars,937.1,952.3,1043.2,1025.4,1177.9,1265.8,10000,2,200,Gross domestic product (GDP) by state,45,51,693,862,809,801,862,954,985,1033,1056,1059,1111,1155,1148,1239,1252,1078,1013,915,1053
10000,Delaware,2,SAGDP2N,47,512,Motion picture and sound recording industries,Millions of current dollars,18.2,18,31.6,33.7,29.5,33,10000,2,200,Gross domestic product (GDP) by state,47,512,17,18,29,22,42,65,58,62,33,40,49,36,37,18,17,36,33,40,(NA)
10000,Delaware,2,SAGDP2N,50,"52,53","Finance, insurance, real estate, rental, and leasing",Millions of current dollars,29640.6,31674.6,34765.4,34321.4,35059.8,37845.9,10000,2,200,Gross domestic product (GDP) by state,50,"52, 53",13390,15853,18357,20724,23072,22278,22879,23111,22758,23882,23923,21844,24555,24380,25645,25912,25700,28521,29806
10000,Delaware,2,SAGDP2N,51,52,Finance and insurance,Millions of current dollars,19905.1,18827.7,21195.4,20203.6,19880.7,21125,10000,2,200,Gross domestic product (GDP) by state,51,52,7916,9603,11469,13253,14232,13733,14960,15459,16028,17018,16745,12470,15115,15490,16225,16358,15888,19021,19589
10000,Delaware,2,SAGDP2N,54,524,Insurance carriers and related activities,Millions of current dollars,6250.2,4778.8,6521.2,5315.2,4162.5,4806.9,10000,2,200,Gross domestic product (GDP) by state,54,524,3235,3824,3878,5325,3902,3346,4181,5484,4912,5981,6995,3533,6647,6865,7024,6219,5875,8946,(NA)
10000,Delaware,2,SAGDP2N,55,525,"Funds, trusts, and other financial vehicles",Millions of current dollars,19.4,1.2,2.4,2.7,38,22.6,10000,2,200,Gross domestic product (GDP) by state,55,525,140,390,604,566,668,548,484,244,168,145,366,273,143,146,124,139,124,242,(NA)
10000,Delaware,2,SAGDP2N,56,53,Real estate and rental and leasing,Millions of current dollars,9735.5,12847,13570,14117.7,15179.1,16720.9,10000,2,200,Gross domestic product (GDP) by state,56,53,5473,6250,6888,7471,8840,8544,7918,7653,6730,6864,7178,9374,9440,8889,9420,9555,9812,9500,10217
10000,Delaware,2,SAGDP2N,57,531,Real estate,Millions of current dollars,7637.4,8115.1,8396.9,8661,9065.1,9443.2,10000,2,200,Gross domestic product (GDP) by state,57,531,2601,2682,2923,3095,3348,3579,3822,4434,4771,5066,5605,5734,5914,6401,6568,6681,6796,6896,(NA)
10000,Delaware,2,SAGDP2N,59,"54,55,56",Professional and business services,Millions of current dollars,8245.4,8460.2,8846.8,8737.8,9534.9,10460.8,10000,2,200,Gross domestic product (GDP) by state,59,"54, 55, 56",3812,4160,4316,4660,4797,4795,4956,5429,5641,5952,6047,6436,5937,6277,6758,7291,7324,7576,8124
10000,Delaware,2,SAGDP2N,60,54,"Professional, scientific, and technical services",Millions of current dollars,4699.2,4863.5,5018.1,4957.2,5441.8,5794.5,10000,2,200,Gross domestic product (GDP) by state,60,54,2068,2333,2441,2586,2759,2769,2869,3167,3243,3208,3291,3609,3419,3528,3959,4549,4652,4905,5137
10000,Delaware,2,SAGDP2N,61,5411,Legal services,Millions of current dollars,1720.2,1822.3,1909.3,1977.1,2194.2,2320.4,10000,2,200,Gross domestic product (GDP) by state,61,5411,385,469,463,517,613,658,764,916,1131,1136,1119,1183,1095,1097,1173,1522,1378,1476,(NA)
10000,Delaware,2,SAGDP2N,62,5415,Computer systems design and related services,Millions of current dollars,676.5,767.1,751.3,718.8,738,849.3,10000,2,200,Gross domestic product (GDP) by state,62,5415,225,287,362,358,380,369,424,470,299,327,342,381,402,415,456,499,522,540,(NA)
10000,Delaware,2,SAGDP2N,63,"5412-5414,5416-5419","Miscellaneous professional, scientific, and technical services",Millions of current dollars,2302.6,2274.1,2357.4,2261.3,2509.6,2624.8,10000,2,200,Gross domestic product (GDP) by state,63,"5412-5414, 5416-5419",1458,1577,1617,1712,1765,1741,1681,1782,1813,1744,1831,2046,1923,2016,2331,2528,2752,2889,(NA)
10000,Delaware,2,SAGDP2N,64,55,Management of companies and enterprises,Millions of current dollars,1851.3,1688.2,1837.9,1750.4,1835.7,2048,10000,2,200,Gross domestic product (GDP) by state,64,55,1093,1116,1089,1205,1199,1244,1246,1344,1306,1534,1461,1576,1357,1525,1494,1396,1212,1112,1325
10000,Delaware,2,SAGDP2N,66,561,Administrative and support services,Millions of current dollars,1536.9,1736.5,1822.2,1851.6,2066.2,2406.2,10000,2,200,Gross domestic product (GDP) by state,66,561,591,646,724,804,776,727,780,865,1015,1135,1191,1152,1061,1097,1188,1220,1330,1431,(NA)
10000,Delaware,2,SAGDP2N,67,562,Waste management and remediation services,Millions of current dollars,158.1,172,168.6,178.7,191.2,212,10000,2,200,Gross domestic product (GDP) by state,67,562,60,64,62,65,63,54,60,54,77,76,104,99,100,127,116,126,129,128,(NA)
10000,Delaware,2,SAGDP2N,68,"61,62","Educational services, health care, and social assistance",Millions of current dollars,5866.9,6092.9,6382.4,6211.7,6679.8,7173.1,10000,2,200,Gross domestic product (GDP) by state,68,"61, 62",1726,1859,1934,2104,2279,2431,2686,2874,3162,3335,3538,3830,4019,4130,4332,4507,4638,4914,5221
10000,Delaware,2,SAGDP2N,69,61,Educational services,Millions of current dollars,439.1,450.1,460.7,410.9,425.5,457.2,10000,2,200,Gross domestic product (GDP) by state,69,61,152,158,172,180,196,210,228,256,267,296,304,317,338,337,336,357,358,393,384
10000,Delaware,2,SAGDP2N,70,62,Health care and social assistance,Millions of current dollars,5427.7,5642.8,5921.8,5800.7,6254.4,6715.9,10000,2,200,Gross domestic product (GDP) by state,70,62,1574,1702,1762,1924,2084,2221,2458,2617,2895,3039,3234,3513,3681,3793,3996,4150,4280,4521,4837
10000,Delaware,2,SAGDP2N,71,621,Ambulatory health care services,Millions of current dollars,1945.3,1961.9,2060.3,1957.6,2126.4,2253.3,10000,2,200,Gross domestic product (GDP) by state,71,621,738,776,821,889,961,1032,1143,1176,1317,1365,1401,1501,1544,1587,1645,1663,1667,1740,(NA)
10000,Delaware,2,SAGDP2N,74,624,Social assistance,Millions of current dollars,393.2,414.9,454.9,455.6,497.5,532.2,10000,2,200,Gross domestic product (GDP) by state,73,624,134,147,158,171,185,198,216,224,236,255,265,283,280,303,304,315,352,374,(NA)
10000,Delaware,2,SAGDP2N,75,"71,72","Arts, entertainment, recreation, accommodation, and food services",Millions of current dollars,1988.3,2096.5,2212.7,1699.7,2327.8,2688.7,10000,2,200,Gross domestic product (GDP) by state,74,"71, 72",864,1017,1111,1251,1248,1367,1458,1540,1461,1538,1510,1526,1465,1576,1692,1709,1725,1812,1950
10000,Delaware,2,SAGDP2N,76,71,"Arts, entertainment, and recreation",Millions of current dollars,458.2,404.2,415.5,348.3,427.8,520.9,10000,2,200,Gross domestic product (GDP) by state,75,71,233,268,293,347,337,411,419,407,368,404,424,418,428,492,546,505,484,462,467
10000,Delaware,2,SAGDP2N,77,711-712,"Performing arts, spectator sports, museums, and related activities",Millions of current dollars,97.5,100.1,98.4,83.7,101.6,163.1,10000,2,200,Gross domestic product (GDP) by state,76,711-712,134,174,190,237,233,202,174,151,102,131,121,135,152,153,176,150,121,90,(NA)
10000,Delaware,2,SAGDP2N,79,72,Accommodation and food services,Millions of current dollars,1530.1,1692.3,1797.2,1351.4,1900,2167.8,10000,2,200,Gross domestic product (GDP) by state,78,72,631,749,818,904,911,956,1038,1134,1093,1134,1086,1108,1037,1084,1145,1204,1240,1350,1484
10000,Delaware,2,SAGDP2N,80,721,Accommodation,Millions of current dollars,283.1,390.4,421.2,260,352.7,383.4,10000,2,200,Gross domestic product (GDP) by state,79,721,105,109,127,146,122,133,136,149,146,155,153,158,137,147,176,172,163,223,(NA)
10000,Delaware,2,SAGDP2N,81,722,Food services and drinking places,Millions of current dollars,1247,1301.9,1376,1091.4,1547.3,1784.4,10000,2,200,Gross domestic product (GDP) by state,80,722,526,640,691,758,789,823,903,984,947,979,933,951,900,937,970,1032,1078,1127,(NA)
10000,Delaware,2,SAGDP2N,84,...,Federal civilian,Millions of current dollars,812.4,838.7,860.2,946.4,992.3,1059.9,10000,2,200,Gross domestic product (GDP) by state,83,...,375,384,401,433,436,456,459,487,506,523,570,652,661,708,728,737,716,751,(NA)
10000,Delaware,2,SAGDP2N,86,...,State and local,Millions of current dollars,5680,6065.8,6136,6280.4,6572,6884,10000,2,200,Gross domestic product (GDP) by state,85,...,2449,2629,2824,3018,3213,3551,3641,3814,4185,4242,4569,4746,4977,4901,5088,5133,5147,5219,(NA)
10000,Delaware,2,SAGDP2N,87,"11,21",Natural resources and mining,Millions of current dollars,617.1,631.4,541.4,310.9,626.7,1164.4,10000,2,200,Gross domestic product (GDP) by state,86,"11, 21",206,238,226,239,298,177,278,401,416,337,335,361,438,426,416,438,597,654,520
10000,Delaware,2,SAGDP2N,88,"42,44-45",Trade,Millions of current dollars,4901,5079.9,5320.8,5493.1,6189.4,6621,10000,2,200,Gross domestic product (GDP) by state,87,"42, 44-45",2851,3039,3217,3439,3408,3548,3951,4339,4504,4891,4853,4728,4543,4659,4779,4918,4981,5176,5191
10000,Delaware,2,SAGDP2N,89,"22,48-49",Transportation and utilities,Millions of current dollars,2248.7,2296.6,2463.1,2545.4,2955.9,3444,10000,2,200,Gross domestic product (GDP) by state,88,...,1065,1085,1176,1164,1221,1227,1242,1393,1370,1579,1601,1586,1609,1677,1679,1581,1688,1829,1901
11000,District of Columbia,2,SAGDP2N,1,...,All industry total,Millions of current dollars,134298.8,141240.2,145171,146935.3,156139.9,165060.5,11000,2,200,Gross domestic product (GDP) by state,1,...,51566,53802,57728,60059,64888,69060,72780,79040,83586,87496,92846,97372,98415,103831,107738,109685,111901,116446,122146
11000,District of Columbia,2,SAGDP2N,2,...,Private industries,Millions of current dollars,90291.4,95075,98659.3,97957.9,104737.8,111984.2,11000,2,200,Gross domestic product (GDP) by state,2,...,31039,33293,36177,38328,41683,44099,46550,51458,54379,57131,61607,64217,62988,65514,68369,70281,72504,75924,80608
11000,District of Columbia,2,SAGDP2N,4,111-112,Farms,Millions of current dollars,0,0,0,0,0,0,11000,2,200,Gross domestic product (GDP) by state,4,111-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(NA)
11000,District of Columbia,2,SAGDP2N,5,113-115,"Forestry, fishing, and related activities",Millions of current dollars,2,1.7,3.2,3.4,5.7,4.6,11000,2,200,Gross domestic product (GDP) by state,5,113-115,1,1,1,1,1,1,1,1,1,1,(L),(L),(L),(L),(L),1,1,1,(NA)
11000,District of Columbia,2,SAGDP2N,7,211,Oil and gas extraction,Millions of current dollars,0,0,0,0,0,0,11000,2,200,Gross domestic product (GDP) by state,7,211,9,12,13,18,14,17,12,5,0,0,0,0,0,0,0,0,0,0,(NA)
11000,District of Columbia,2,SAGDP2N,9,213,Support activities for mining,Millions of current dollars,0,0,0,0,0,0,11000,2,200,Gross domestic product (GDP) by state,9,213,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,(NA)
11000,District of Columbia,2,SAGDP2N,10,22,Utilities,Millions of current dollars,1307,1480.6,1477.4,1545.4,1934.7,1779.6,11000,2,200,Gross domestic product (GDP) by state,10,22,605,608,699,742,761,771,831,891,1018,1131,1223,1235,1391,1430,1290,1005,1123,1149,1199
11000,District of Columbia,2,SAGDP2N,11,23,Construction,Millions of current dollars,1749,1825,1932.9,1836.1,1843.5,1875.9,11000,2,200,Gross domestic product (GDP) by state,11,23,449,498,560,705,819,994,1028,1068,1081,1056,1052,1084,996,1004,1157,1434,1507,1553,1549
11000,District of Columbia,2,SAGDP2N,12,31-33,Manufacturing,Millions of current dollars,260.1,259.2,243.1,250.6,336.4,356.8,11000,2,200,Gross domestic product (GDP) by state,12,31-33,287,302,268,276,292,275,271,317,280,273,265,238,245,243,303,247,269,243,287
11000,District of Columbia,2,SAGDP2N,13,"321,327-339",Durable goods manufacturing,Millions of current dollars,122.9,132.8,125.1,137.1,143.4,148.6,11000,2,200,Gross domestic product (GDP) by state,13,...,99,104,107,111,108,129,124,144,121,119,94,72,70,66,65,69,82,85,115
11000,District of Columbia,2,SAGDP2N,18,333,Machinery manufacturing,Millions of current dollars,9.9,9.6,8.5,9.3,10.1,11.5,11000,2,200,Gross domestic product (GDP) by state,18,333,3,6,6,6,6,8,6,5,4,4,3,1,2,1,1,1,4,3,(NA)
11000,District of Columbia,2,SAGDP2N,21,3361-3363,"Motor vehicles, bodies and trailers, and parts manufacturing",Millions of current dollars,0,0,0,0,0.3,NA,11000,2,200,Gross domestic product (GDP) by state,21,3361-3363,9,10,14,17,(L),1,(L),(L),(L),(L),(L),(L),0,0,(L),(L),(L),0,(NA)
11000,District of Columbia,2,SAGDP2N,22,"3364-3466,3369",Other transportation equipment manufacturing,Millions of current dollars,2.8,1.8,0,13.1,16.2,11.3,11000,2,200,Gross domestic product (GDP) by state,22,"3364-3366, 3369",4,4,5,6,6,12,12,13,8,16,3,3,0,0,0,0,0,0,(NA)
11000,District of Columbia,2,SAGDP2N,24,339,Miscellaneous manufacturing,Millions of current dollars,6.7,13.1,14.4,6.1,7.3,10,11000,2,200,Gross domestic product (GDP) by state,24,339,22,19,16,16,11,11,10,15,5,5,4,6,6,5,5,5,6,6,(NA)
11000,District of Columbia,2,SAGDP2N,25,"311-316,322-326",Nondurable goods manufacturing,Millions of current dollars,137.1,126.4,118,113.5,193,208.2,11000,2,200,Gross domestic product (GDP) by state,25,...,188,197,161,165,185,146,147,173,158,154,170,166,174,177,238,178,186,158,171
11000,District of Columbia,2,SAGDP2N,27,313-314,Textile mills and textile product mills,Millions of current dollars,4.2,4.5,4.6,2.6,2,4.3,11000,2,200,Gross domestic product (GDP) by state,27,313-314,6,6,5,5,2,2,2,2,2,2,3,3,3,2,1,2,2,2,(NA)
11000,District of Columbia,2,SAGDP2N,30,323,Printing and related support activities,Millions of current dollars,30.6,28.6,23.1,12.3,12.3,12.6,11000,2,200,Gross domestic product (GDP) by state,30,323,62,67,37,38,39,34,34,35,36,35,37,38,35,32,25,28,32,30,(NA)
11000,District of Columbia,2,SAGDP2N,31,324,Petroleum and coal products manufacturing,Millions of current dollars,NA,0.1,0.2,NA,0.1,0.3,11000,2,200,Gross domestic product (GDP) by state,31,324,19,21,13,19,39,21,29,59,48,51,60,47,36,53,78,1,(L),1,(NA)
11000,District of Columbia,2,SAGDP2N,33,326,Plastics and rubber products manufacturing,Millions of current dollars,0.4,0.3,0.4,0.5,0.3,0.3,11000,2,200,Gross domestic product (GDP) by state,33,326,1,1,1,(L),1,1,1,(L),(L),(L),(L),(L),(L),(L),(L),(L),(L),(L),(NA)
11000,District of Columbia,2,SAGDP2N,34,42,Wholesale trade,Millions of current dollars,1258.8,1254.3,1487.2,1557.7,1659.5,1790,11000,2,200,Gross domestic product (GDP) by state,34,42,593,575,628,624,582,571,651,694,742,761,817,851,828,913,924,1048,1063,1123,1145
11000,District of Columbia,2,SAGDP2N,35,44-45,Retail trade,Millions of current dollars,1700.6,1766.8,1813.9,1698.4,1781.2,1905.8,11000,2,200,Gross domestic product (GDP) by state,35,44-45,736,789,809,819,835,865,929,971,1041,1102,1123,1108,1072,1194,1227,1281,1318,1360,1461
11000,District of Columbia,2,SAGDP2N,36,48-49,Transportation and warehousing,Millions of current dollars,761.5,744.7,736.2,510.3,512.3,616.6,11000,2,200,Gross domestic product (GDP) by state,36,48-49,289,312,329,354,412,319,339,333,313,306,322,345,305,293,363,395,398,392,433
11000,District of Columbia,2,SAGDP2N,37,481,Air transportation,Millions of current dollars,52,19,22,11,14.7,23.3,11000,2,200,Gross domestic product (GDP) by state,37,481,37,51,54,31,32,24,24,22,23,20,24,35,23,23,24,26,28,31,(NA)
11000,District of Columbia,2,SAGDP2N,38,482,Rail transportation,Millions of current dollars,342.7,342.5,370.6,211.2,171.5,237.6,11000,2,200,Gross domestic product (GDP) by state,38,482,79,83,85,97,155,98,122,119,99,84,109,117,88,53,102,124,128,127,(NA)
11000,District of Columbia,2,SAGDP2N,39,483,Water transportation,Millions of current dollars,3.3,3.7,4.3,5.5,6.9,5.2,11000,2,200,Gross domestic product (GDP) by state,39,483,11,11,12,13,15,13,15,17,16,19,18,20,24,23,18,14,22,5,(NA)
11000,District of Columbia,2,SAGDP2N,40,484,Truck transportation,Millions of current dollars,34.9,51.3,14.7,10.3,10.1,12.5,11000,2,200,Gross domestic product (GDP) by state,40,484,16,15,15,15,15,17,17,15,15,16,16,15,16,20,17,14,14,13,(NA)
11000,District of Columbia,2,SAGDP2N,41,485,Transit and ground passenger transportation,Millions of current dollars,162.6,163.4,162.8,132.9,135.6,152.1,11000,2,200,Gross domestic product (GDP) by state,41,485,59,59,68,94,69,66,71,72,76,85,87,81,79,79,91,99,100,104,(NA)
11000,District of Columbia,2,SAGDP2N,42,486,Pipeline transportation,Millions of current dollars,13.7,11.4,10,8.8,17.7,4,11000,2,200,Gross domestic product (GDP) by state,42,486,2,4,3,2,23,9,6,2,(L),1,1,2,2,10,23,34,9,7,(NA)
11000,District of Columbia,2,SAGDP2N,43,"487-488,492",Other transportation and support activities,Millions of current dollars,150.2,151.6,149.1,130,154.8,178.9,11000,2,200,Gross domestic product (GDP) by state,43,"487-488, 492",74,71,74,81,79,70,71,72,69,71,61,74,72,85,87,83,95,102,(NA)
11000,District of Columbia,2,SAGDP2N,44,493,Warehousing and storage,Millions of current dollars,2,1.8,2.8,0.6,1.1,2.9,11000,2,200,Gross domestic product (GDP) by state,44,493,11,17,17,20,22,23,13,13,14,10,7,1,1,1,1,1,1,3,(NA)
11000,District of Columbia,2,SAGDP2N,45,51,Information,Millions of current dollars,7193.8,7619.6,8592.2,9656.9,10784,11391,11000,2,200,Gross domestic product (GDP) by state,45,51,3894,3723,4169,3657,4075,4858,5200,5844,6416,6071,6478,6312,5980,5886,5810,5379,5811,5685,5999
11000,District of Columbia,2,SAGDP2N,47,512,Motion picture and sound recording industries,Millions of current dollars,180.7,185.2,210.7,223.9,232,293.3,11000,2,200,Gross domestic product (GDP) by state,47,512,140,171,198,226,277,307,347,313,234,216,246,263,292,339,335,354,319,292,(NA)
11000,District of Columbia,2,SAGDP2N,50,"52,53","Finance, insurance, real estate, rental, and leasing",Millions of current dollars,16902.2,18261.9,19035.9,19607.2,20819.5,22324.9,11000,2,200,Gross domestic product (GDP) by state,50,"52, 53",5726,6259,6812,7342,8146,8067,8383,9410,9800,10715,11640,11226,10845,11821,12585,13292,13960,15294,16361
11000,District of Columbia,2,SAGDP2N,51,52,Finance and insurance,Millions of current dollars,5818.6,6388.9,6643.1,6919.1,7275.6,7327.7,11000,2,200,Gross domestic product (GDP) by state,51,52,2025,2443,2629,2789,3237,2960,2891,3333,3310,3704,4189,3566,3162,3523,3659,3847,3991,4500,4718
11000,District of Columbia,2,SAGDP2N,54,524,Insurance carriers and related activities,Millions of current dollars,1627.5,1853.8,1892.8,2046,1999.2,2163.1,11000,2,200,Gross domestic product (GDP) by state,54,524,420,434,408,451,671,632,671,739,756,824,970,915,915,1015,1132,1118,1122,1386,(NA)
11000,District of Columbia,2,SAGDP2N,55,525,"Funds, trusts, and other financial vehicles",Millions of current dollars,69.5,6,11.4,7.6,788,819.3,11000,2,200,Gross domestic product (GDP) by state,55,525,169,304,383,310,399,340,201,380,279,282,210,225,92,158,55,70,196,239,(NA)
11000,District of Columbia,2,SAGDP2N,56,53,Real estate and rental and leasing,Millions of current dollars,11083.5,11873,12392.8,12688.1,13543.8,14997.2,11000,2,200,Gross domestic product (GDP) by state,56,53,3701,3816,4183,4553,4909,5107,5492,6076,6489,7012,7451,7660,7683,8298,8926,9445,9968,10794,11643
11000,District of Columbia,2,SAGDP2N,57,531,Real estate,Millions of current dollars,10910.9,11680.5,12181.6,12523.5,13322.4,14601.9,11000,2,200,Gross domestic product (GDP) by state,57,531,3551,3661,4007,4340,4710,4907,5264,5838,6216,6710,7173,7384,7405,8045,8710,9223,9745,10576,(NA)
11000,District of Columbia,2,SAGDP2N,59,"54,55,56",Professional and business services,Millions of current dollars,32651.4,33762.3,34260.6,35029.6,36960.7,38900,11000,2,200,Gross domestic product (GDP) by state,59,"54, 55, 56",9849,11127,12146,13333,14627,15466,16492,18531,19593,20941,22891,25220,24097,24771,26177,26923,26867,28136,29926
11000,District of Columbia,2,SAGDP2N,60,54,"Professional, scientific, and technical services",Millions of current dollars,28388.3,29422.6,29732,30433.1,32143.2,33430,11000,2,200,Gross domestic product (GDP) by state,60,54,8503,9650,10567,11370,12570,13410,14368,16304,17077,18230,19865,22108,21057,21457,22587,23215,23118,24204,25635
11000,District of Columbia,2,SAGDP2N,61,5411,Legal services,Millions of current dollars,12549.3,12533.7,12181.8,12043.4,12980.8,13148.1,11000,2,200,Gross domestic product (GDP) by state,61,5411,4278,4787,5229,5753,6366,6574,7258,8317,8345,8875,10080,11658,10546,10061,10680,10414,10266,10759,(NA)
11000,District of Columbia,2,SAGDP2N,62,5415,Computer systems design and related services,Millions of current dollars,3442.3,3657.4,3737.6,4140.9,4149.4,4029.1,11000,2,200,Gross domestic product (GDP) by state,62,5415,406,480,610,679,743,919,1055,1266,1550,1711,1748,1915,2139,2334,2530,2612,2529,2744,(NA)
11000,District of Columbia,2,SAGDP2N,63,"5412-5414,5416-5419","Miscellaneous professional, scientific, and technical services",Millions of current dollars,12396.6,13231.5,13812.5,14248.7,15012.9,16252.8,11000,2,200,Gross domestic product (GDP) by state,63,"5412-5414, 5416-5419",3819,4383,4728,4937,5461,5917,6055,6722,7182,7643,8037,8535,8372,9061,9377,10188,10322,10701,(NA)
11000,District of Columbia,2,SAGDP2N,64,55,Management of companies and enterprises,Millions of current dollars,766,826.3,877.6,1002.4,995.8,1138,11000,2,200,Gross domestic product (GDP) by state,64,55,236,294,302,433,426,402,298,296,335,396,500,447,464,597,546,614,587,653,815
11000,District of Columbia,2,SAGDP2N,66,561,Administrative and support services,Millions of current dollars,3451.3,3468.6,3601.5,3536.6,3757.1,4282.5,11000,2,200,Gross domestic product (GDP) by state,66,561,1083,1156,1249,1503,1605,1617,1776,1891,2142,2282,2495,2634,2546,2669,2992,3057,3129,3244,(NA)
11000,District of Columbia,2,SAGDP2N,67,562,Waste management and remediation services,Millions of current dollars,45.8,44.8,49.5,57.5,64.7,49.5,11000,2,200,Gross domestic product (GDP) by state,67,562,26,27,28,28,26,37,50,39,38,33,30,31,31,48,51,37,34,35,(NA)
11000,District of Columbia,2,SAGDP2N,68,"61,62","Educational services, health care, and social assistance",Millions of current dollars,10920,11326.2,11663.1,11574.3,11908.4,12452.2,11000,2,200,Gross domestic product (GDP) by state,68,"61, 62",3698,3885,4083,4220,4511,4887,5315,5722,5852,6145,6582,6992,7484,7764,8023,8195,8578,8992,9549
11000,District of Columbia,2,SAGDP2N,69,61,Educational services,Millions of current dollars,4567.7,4748.1,4856.7,4709.4,4672.6,4933.3,11000,2,200,Gross domestic product (GDP) by state,69,61,1618,1754,1841,1777,1737,1902,2139,2348,2373,2522,2656,2866,3145,3163,3249,3365,3655,3785,4057
11000,District of Columbia,2,SAGDP2N,70,62,Health care and social assistance,Millions of current dollars,6352.3,6578.1,6806.4,6864.9,7235.8,7518.9,11000,2,200,Gross domestic product (GDP) by state,70,62,2080,2131,2242,2444,2773,2985,3176,3374,3479,3623,3927,4126,4339,4601,4775,4830,4923,5208,5492
11000,District of Columbia,2,SAGDP2N,71,621,Ambulatory health care services,Millions of current dollars,1879.5,1996.7,2105.7,2061.9,2591.2,2722.1,11000,2,200,Gross domestic product (GDP) by state,71,621,605,628,648,721,878,927,942,966,1001,1036,1151,1221,1282,1356,1481,1462,1357,1472,(NA)
11000,District of Columbia,2,SAGDP2N,74,624,Social assistance,Millions of current dollars,786.8,851.2,905.4,955.1,1004.6,1089.8,11000,2,200,Gross domestic product (GDP) by state,73,624,233,265,311,347,399,449,507,576,578,598,648,653,647,646,651,637,730,752,(NA)
11000,District of Columbia,2,SAGDP2N,75,"71,72","Arts, entertainment, recreation, accommodation, and food services",Millions of current dollars,5959.9,6465,6715.7,3597.7,4877.8,6862,11000,2,200,Gross domestic product (GDP) by state,74,"71, 72",1960,1993,2250,2581,2714,2813,2898,3131,3367,3439,3613,3641,3615,3822,3814,4125,4354,4494,4726
11000,District of Columbia,2,SAGDP2N,76,71,"Arts, entertainment, and recreation",Millions of current dollars,1264.6,1347.1,1359.7,895.8,1067.3,1346.5,11000,2,200,Gross domestic product (GDP) by state,75,71,284,367,411,499,617,650,679,711,770,767,692,801,810,842,717,758,753,820,795
